name,position,team,id.4for4,id.dk.w1,id.dk.w2,id.dk.w3,id.dk.w4,id.dk.w7,id.dk.w8,id.dk.w9
Todd Gurley II,RB,LAR,gurlet2,11192254,11250469,11283249,NA,11456954,11503310,11534161
Melvin Gordon III,RB,LAC,gordom1,NA,11250349,11283138,11349285,NA,NA,11534163
Alvin Kamara,RB,NO,kamara1,11192632,11250627,11283395,11349545,11456956,11503430,11534171
Kareem Hunt,RB,KC,huntk1,11192543,11250593,11283360,11349507,NA,11503400,11534169
Julio Jones,WR,ATL,jonesj6,11193133,11250046,11282880,11348984,NA,NA,11534361
Michael Thomas,WR,NO,thomam4,11192140,11250415,11283198,11349345,11457142,11503267,11534363
Davante Adams,WR,GB,adamsd2,11192079,11250387,11283176,11349321,NA,11503246,NA
Joe Mixon,RB,CIN,mixonj1,11192700,NA,11283420,11349572,NA,11503457,NA
A.J. Green,WR,CIN,greena2,11191553,NA,11282882,11348988,NA,11502992,NA
Tyler Boyd,WR,CIN,boydt2,11192463,NA,11283340,11349485,NA,11503384,NA
Tyreek Hill,WR,KC,hillt1,11192749,11250684,11283442,11349592,NA,11503481,11534359
James White,RB,NE,whitej4,11191795,11250218,11283643,11349156,11456962,11503121,NA
Patrick Mahomes,QB,KC,mahomp1,NA,11250752,11283493,11349648,NA,11503526,11534112
Keenan Allen,WR,LAC,allenk1,11191811,11250226,11283018,11349164,NA,NA,11534365
Travis Kelce,TE,KC,kelcet1,11191538,11250040,11282875,11348977,NA,11502983,11534589
Mike Evans,WR,TB,evansm1,11191896,11250290,11283679,11349230,11457144,11503173,11534357
David Johnson,RB,ARI,johnsd12,11191754,11250195,11282995,11349131,NA,11503102,NA
Julian Edelman,WR,NE,edelmj1,11191459,11249974,11283689,11348915,11457156,11502922,NA
Brandin Cooks,WR,LAR,cooksb1,11192038,11250373,11283162,NA,11457150,11503234,11534373
Robert Woods,WR,LAR,woodsr1,11191791,11250216,11283010,NA,11457152,11503119,11534369
Aaron Rodgers,QB,GB,rodgea1,11191372,11249895,11282755,11348840,NA,11502857,NA
Cooper Kupp,WR,LAR,kuppc1,11192302,11250496,11283276,NA,11457164,11503330,11534379
Drew Brees,QB,NO,breesd1,11191364,11249885,11282748,11348830,11456912,11502850,11534116
Leonard Fournette,RB,JAX,fournl1,11192722,11250664,11283430,11349580,11456966,NA,NA
Matt Ryan,QB,ATL,ryanm1,11193095,11249901,11282760,11348844,NA,NA,11534120
Jarvis Landry,WR,CLE,landrj1,11191861,11250268,11283575,11349203,11457146,11503152,11534375
Jared Goff,QB,LAR,goffj1,11192338,11250514,11283294,NA,11456903,11503344,11534117
Marlon Mack,RB,IND,mackm1,11192926,11250756,11283497,11349652,11457002,11503530,NA
Tom Brady,QB,NE,bradyt1,11191363,11249884,11283629,11348829,11456907,11502849,NA
Josh Gordon,WR,NE,gordoj1,NA,NA,11283577,11349066,11457174,11503054,NA
Philip Rivers,QB,LAC,riverp1,11191395,11249916,11282776,11348859,NA,NA,11534124
Calvin Ridley,WR,ATL,ridlec1,11193141,11250795,11283536,11349694,NA,NA,11534385
Ryan Fitzpatrick,QB,TB,fitzpr1,11191369,11249890,11283631,11348835,11456921,11502854,11534125
Andy Dalton,QB,CIN,daltoa1,11191432,NA,11282804,11348892,NA,11502903,NA
T.Y. Hilton,WR,IND,hiltot1,11191608,11250090,11282913,11349026,11457162,11503023,NA
Adrian Peterson,RB,WAS,petera2,11191407,11249929,11282785,NA,11456996,11502883,11534177
Russell Wilson,QB,SEA,wilsor1,11191517,11250021,11282860,11348959,NA,11502965,11534118
T.J. Yeldon,RB,JAX,yeldot1,11192114,11250408,11283189,11349334,11456964,NA,NA
Mitchell Trubisky,QB,CHI,trubim1,11192353,11250527,11283305,11349443,11456913,11503355,11534119
Rob Gronkowski,TE,NE,gronkr1,11191474,11249987,11283729,11348927,11457388,11502932,NA
Nick Chubb,RB,CLE,chubbn1,11192737,11250676,11283573,11349588,11457042,11503475,11534205
Andrew Luck,QB,IND,lucka1,11191571,11250060,11282890,11349002,11456906,11503002,NA
Tarik Cohen,RB,CHI,cohent1,11192663,11250636,11283402,11349554,11456982,11503443,11534175
Marvin Jones Jr.,WR,DET,jonesm3,11191572,11250061,11283691,11349003,11457184,11503003,11534391
Baker Mayfield,QB,CLE,mayfib1,11192571,11250599,11283567,11349515,11456910,11503408,11534122
Tevin Coleman,RB,ATL,colemt1,11193107,11250479,11283263,11349406,NA,NA,11534197
Sammy Watkins,WR,KC,watkis1,11191934,11250306,11283097,11349249,NA,11503195,11534407
Larry Fitzgerald,WR,ARI,fitzgl1,11191393,11249914,11282774,11348857,NA,11502874,NA
Chris Thompson,RB,WAS,thompc1,11191680,11250152,11282966,NA,11456970,11503071,11534183
Mohamed Sanu,WR,ATL,sanum1,11193143,11250102,11282927,11349038,NA,NA,11534403
Sony Michel,RB,NE,miches1,11192741,11250680,11283655,11349590,11456978,11503477,NA
Alex Smith,QB,WAS,smitha4,11191381,11249902,11282764,NA,11456919,11502866,11534129
O.J. Howard,TE,TB,howaro1,11192380,11250536,11283733,11349452,11457406,11503356,11534599
Doug Baldwin,WR,SEA,baldwd1,11191500,11250009,11282850,11348947,NA,11502955,11534395
Kenyan Drake,RB,MIA,drakek1,11192250,11250467,11283247,11349392,11456986,NA,11534185
Kenny Golladay,WR,DET,gollak1,11192296,11250492,11283687,11349415,11457168,11503326,11534389
Ryan Tannehill,QB,MIA,tanner1,11191473,11249986,11282832,11348926,11456917,NA,11534128
Aaron Jones,RB,GB,jonesa2,11192443,11250565,11283334,11349477,NA,11503377,NA
Marquez Valdes-Scantling,WR,GB,valdem1,11192461,11250571,11283338,11349483,NA,11503382,NA
Matthew Stafford,QB,DET,staffm1,11191433,11249954,11283632,11348893,11456911,11502904,11534123
Allen Robinson II,WR,CHI,robina3,11192064,11250385,11283174,11349319,11457166,11503244,11534397
Jameis Winston,QB,TB,winstj1,11192188,11250443,11283633,11349373,11456905,11503289,11534126
Randall Cobb,WR,GB,cobbr1,11191601,11250083,11282909,11349021,NA,11503016,NA
Blake Bortles,QB,JAX,bortlb1,11191846,11250257,11283049,11349194,11456918,NA,NA
Taylor Gabriel,WR,CHI,gabrit1,11192643,11250632,11283398,11349550,11457190,11503437,11534401
Christian Kirk,WR,ARI,kirkc1,11192946,11250766,11283509,11349660,NA,11503538,NA
DeSean Jackson,WR,TB,jacksd2,11191425,11249947,11283693,11348888,11457170,11502898,11534405
Josh Rosen,QB,ARI,rosenj1,11192968,11250775,11283516,11349669,NA,11503545,NA
Tyler Lockett,WR,SEA,locket1,11191965,11250327,11283120,11349263,NA,11503207,11534399
Jalen Richard,RB,OAK,richaj1,11192226,11250451,11283231,11349381,NA,11503299,NA
Duke Johnson Jr.,RB,CLE,johnsd11,11192191,11250444,11283571,11349374,11457016,11503290,11534219
Dede Westbrook,WR,JAX,westbd1,11192952,11250770,11283511,11349664,11457186,NA,NA
Donte Moncrief,WR,JAX,moncrd1,11192019,11250358,11283145,11349298,11457218,NA,NA
Jordan Howard,RB,CHI,howarj1,11192628,11250623,11283391,11349541,11456976,11503428,11534199
Kerryon Johnson,RB,DET,johnsk2,11192991,11250787,11283645,11349680,11456998,11503562,11534179
Marcus Mariota,QB,TEN,mariom1,11192035,11250370,11283159,11349306,NA,NA,NA
Derek Carr,QB,OAK,carrd2,11191630,11250108,11282932,11349045,NA,11503040,NA
Jared Cook,TE,OAK,cookj2,11191422,11249942,11282796,11348883,NA,11502895,NA
Tre'Quan Smith,WR,NO,smitht9,11192904,11250744,11283485,11349644,11457242,11503520,11534437
Brock Osweiler,QB,MIA,osweib1,11191633,11250111,11282935,11349048,11456924,NA,11534130
Jimmy Graham,TE,GB,grahaj1,11191415,11249935,11282789,11348876,NA,11502889,NA
Dion Lewis,RB,TEN,lewisd1,11191624,11250104,11282930,11349041,NA,NA,NA
Chris Carson,RB,SEA,carsoc1,11192997,11250789,11283528,11349686,NA,11503566,11534201
Teddy Bridgewater,QB,NO,NA,11191878,11250279,11283067,11349216,11456931,11503163,11534135
Giovani Bernard,RB,CIN,bernag1,11191741,NA,11282988,11349119,NA,11503093,NA
Mark Ingram,RB,NO,ingram1,11191547,11250044,11282878,11348982,11456968,11502988,11534193
Tyrod Taylor,QB,CLE,taylot2,11191499,11250008,11283566,11348946,11456925,11502954,11534134
Danny Amendola,WR,MIA,amendd1,11191401,11249923,11282782,11348866,11457230,NA,11534411
Jacoby Brissett,QB,IND,NA,11192016,11250357,11283144,11349297,11456930,11503229,NA
Cody Kessler,QB,JAX,kesslc1,11191875,11250278,11283066,11349215,11456935,NA,NA
Keelan Cole,WR,JAX,colek1,11192682,11250646,11283410,11349560,11457194,NA,NA
Mike Glennon,QB,ARI,NA,11191588,11250074,11282900,11349014,NA,11503013,NA
Blaine Gabbert,QB,TEN,gabbeb1,11191577,11250065,11282893,11349007,NA,NA,NA
Brian Hoyer,QB,NE,NA,11191403,11249925,11283636,11348868,11456929,11502879,NA
Corey Davis,WR,TEN,davisc7,11192376,11250532,11283310,11349448,NA,NA,NA
Tyrell Williams,WR,LAC,willit4,11192097,11250399,11283184,11349327,NA,NA,11534435
Josh Allen,QB,BUF,allenj3,11192967,11250774,11283515,11349668,11456923,11503544,11534133
Sam Darnold,QB,NYJ,darnos1,11192986,11250782,11283596,11349675,11456920,11503557,11534132
LeSean McCoy,RB,BUF,mccoyl2,11191493,11250002,11282844,11348942,11456974,11502946,11534195
Jeff Driskel,QB,CIN,NA,11191883,NA,11283072,11349219,NA,11503168,NA
Matt Schaub,QB,ATL,NA,11193097,11249920,11282779,11348863,NA,NA,11534142
Geronimo Allison,WR,GB,allisg1,11192708,11250658,11283424,11349576,NA,11503463,NA
Carlos Hyde,RB,JAX,hydec1,NA,NA,NA,NA,11456992,NA,NA
Matt Cassel,QB,DET,NA,11191366,11249887,11283635,11348832,11456937,11502852,11534140
Colt McCoy,QB,WAS,NA,11191431,11249953,11282803,NA,11456938,11502902,11534143
Jordan Reed,TE,WAS,reedj4,11191672,11250146,11282960,NA,11457394,11503065,11534591
Sean Mannion,QB,LAR,NA,11191821,11250238,11283030,NA,11456939,11503131,11534145
AJ McCarron,QB,OAK,NA,11191669,11250143,11282957,11349076,NA,11503064,NA
DeShone Kizer,QB,GB,NA,11192917,11250753,11283494,11349649,NA,11503527,NA
Jack Doyle,TE,IND,doylej1,11191619,11250098,11282923,11349034,11457396,11503033,NA
Chase Daniel,QB,CHI,NA,11191424,11249944,11282798,11348885,11456928,11502897,11534147
Chad Henne,QB,KC,NA,11191404,11249926,11282784,11348869,NA,11502880,11534148
Josh Doctson,WR,WAS,doctsj1,11191881,11250280,11283070,NA,11457254,11503166,11534433
Brett Hundley,QB,SEA,NA,11191865,11250270,11283058,11349205,NA,11503154,11534151
Mike Davis,RB,SEA,davism3,11192241,11250460,11283238,11349385,NA,11503304,11534251
Geno Smith,QB,LAC,NA,11191704,11250163,11282975,11349096,NA,NA,11534150
Derek Anderson,QB,BUF,anderd2,NA,NA,NA,NA,11456940,11502853,11534146
Josh McCown,QB,NYJ,mccowj1,11191365,11249886,11283597,11348831,11456941,11502851,11534149
David Njoku,TE,CLE,njokud1,11192803,11250702,11283587,11349606,11457402,11503492,11534595
DeVante Parker,WR,MIA,parked1,11191936,11250308,11283099,11349251,11457296,NA,11534413
Jamison Crowder,WR,WAS,crowdj1,11191920,11250300,11283091,NA,11457200,11503185,11534439
Malcolm Brown,RB,LAR,brownm4,11191951,11250319,11283110,NA,11457006,11503203,11534211
Doug Martin,RB,OAK,martid2,11191478,11249991,11282833,11348931,NA,11502936,NA
Isaiah Crowell,RB,NYJ,crowei1,11192014,11250355,11283600,11349295,11457004,11503227,11534209
Kenny Stills,WR,MIA,stillk1,11191725,11250176,11282984,11349109,11457206,NA,11534423
Chase Edmonds,RB,ARI,edmonc1,11192812,11250708,11283455,11349612,NA,11503498,NA
Taysom Hill,QB,NO,hillt2,11191646,11250128,11282948,11349063,11456951,11503051,11534160
Drew Stanton,QB,CLE,NA,11191377,11249900,11283568,11348843,11456945,11502862,11534155
Antonio Callaway,WR,CLE,callaa1,11192978,11250778,11283581,11349673,11457208,11503551,11534427
Tim Boyle,QB,GB,NA,11192447,11250569,11283336,11349481,NA,11503381,NA
David Fales,QB,MIA,NA,11191699,11250160,11282972,11349093,11456949,NA,11534156
Landry Jones,QB,JAX,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Ware,RB,KC,wares1,11191707,11250166,11282978,11349099,NA,11503081,11534213
Cordarrelle Patterson,WR,NE,pattec1,11192170,11250431,11283701,11349361,11457282,11503283,NA
Ryan Griffin,QB,TB,NA,11191605,11250087,11283634,11349025,11456926,11503020,11534153
Chris Godwin,WR,TB,godwic1,11192834,11250718,11283697,11349620,11457192,11503500,11534419
Austin Ekeler,RB,LAC,ekelea1,11192678,11250644,11283408,11349558,NA,NA,11534207
Nathan Peterman,QB,BUF,petern1,11192107,11250405,11283188,11349333,11456943,11503255,11534152
Matt Barkley,QB,BUF,barklm1,NA,NA,NA,NA,NA,NA,NA
John Ross,WR,CIN,rossj2,11192559,NA,11283366,11349513,NA,11503406,NA
Trey Burton,TE,CHI,burtot1,11191718,11250172,11282982,11349105,11457400,11503085,11534597
Chris Hogan,WR,NE,hoganc1,11191855,11250264,11283685,11349199,11457240,11503148,NA
Adam Humphries,WR,TB,humpha1,11191930,11250302,11283703,11349245,11457272,11503191,11534457
